cross_mean_joint_callable	cross_mean_low_quartile_overlap	cross_mean_spearman	cross_mean_upper_quartile_overlap	cross_rep1_joint_callable	cross_rep1_low_quartile_overlap	cross_rep1_spearman	cross_rep1_upper_quartile_overlap	cross_rep2_joint_callable	cross_rep2_low_quartile_overlap	cross_rep2_spearman	cross_rep2_upper_quartile_overlap	five_prime_100_eligible	five_prime_100_rep1_joint_callable	five_prime_100_rep1_low_quartile_overlap	five_prime_100_rep1_spearman	five_prime_100_rep1_upper_quartile_overlap	five_prime_100_rep2_joint_callable	five_prime_100_rep2_low_quartile_overlap	five_prime_100_rep2_spearman	five_prime_100_rep2_upper_quartile_overlap	gene_id	gse132099_callable	gse132099_id	gse149767_profile	gse149767_rep1_callable	gse149767_rep2_callable	length	three_prime_100_eligible	three_prime_100_rep1_joint_callable	three_prime_100_rep1_low_quartile_overlap	three_prime_100_rep1_spearman	three_prime_100_rep1_upper_quartile_overlap	three_prime_100_rep2_joint_callable	three_prime_100_rep2_low_quartile_overlap	three_prime_100_rep2_spearman	three_prime_100_rep2_upper_quartile_overlap	within_gse149767_joint_callable	within_gse149767_low_quartile_overlap	within_gse149767_spearman	within_gse149767_upper_quartile_overlap
683	0.0951683748169839	0.3415346609949354	0.10395314787701318	683	0.10688140556368961	0.42873641129350515	0.12445095168374817	683	0.07906295754026355	0.19585067420049077	0.08199121522693997		81	0.1111111111111111	0.25585581427944926	0.13580246913580246	81	0.07407407407407407	0.10767274952639891	0.12345679012345678	ENSG00000108298	696	ENST00000225430	chr17+.NM_000981	687	687	732		70	0.18571428571428572	0.6398123424942709	0.12857142857142856	70	0.11428571428571428	0.3063438886563672	0.1	687	0.16739446870451238	0.7522484803213989	0.1717612809315866
752	0.12234042553191489	0.25932169529742777	0.1276595744680851	752	0.13031914893617022	0.298321470877325	0.12367021276595745	752	0.11170212765957446	0.2003160756655518	0.1196808510638298		70	0.11428571428571428	0.5567250238354121	0.15714285714285714	70	0.11428571428571428	0.4233365430936153	0.14285714285714285	ENSG00000148362	776	ENST00000371620	chr9+.NM_183241	756	756	812		70	0.17142857142857143	0.28083499112794824	0.14285714285714285	70	0.12857142857142856	0.16750569476013996	0.11428571428571428	756	0.14947089947089948	0.6867906389108067	0.17592592592592593
1479	0.11088573360378634	0.3128248504063323	0.1257606490872211	1479	0.11426639621365788	0.3379715439940165	0.13184584178498987	1726	0.10602549246813442	0.22338921142380508	0.11297798377752027		55	0.10909090909090909	0.5043902031481686	0.16363636363636364	62	0.06451612903225806	0.4582114736071401	0.16129032258064516	ENSG00000100219	1758	ENST00000611155	chr22-.NM_001079539	1483	1730	1794		70	0.1	0.17179813827470852	0.08571428571428572	70	0.05714285714285714	-0.05365231389720598	0.07142857142857142	1483	0.14565070802427513	0.6456161711512308	0.1638570465273095
2010	0.08407960199004975	0.34161829600324933	0.1318407960199005	2010	0.09004975124378109	0.37354090246335936	0.1373134328358209	2242	0.07448706512042819	0.252024361198314	0.11373773416592328	False									ENSG00000136997	2330	ENST00000621592	chr8+.NM_002467	2010	2246	2366	False									2010	0.14577114427860696	0.678710905352298	0.17313432835820897
675	0.10962962962962963	0.38812435991190203	0.1288888888888889	737	0.11397557666214382	0.42149254500501887	0.14382632293080055	675	0.1037037037037037	0.3147397938588098	0.12	False									ENSG00000130312	932	ENST00000252602	chr19+.NM_023937	737	675	968	False									675	0.1348148148148148	0.6826104437246545	0.18518518518518517
1587	0.08065532451165722	0.29628754888975634	0.12539382482671707	1706	0.07971864009378664	0.2992128893517332	0.12250879249706917	1661	0.0728476821192053	0.2094456256717891	0.10776640577965081		45	0.2	0.5898620537786267	0.2	46	0.17391304347826086	0.3552087052534498	0.17391304347826086	ENSG00000065154	1828	ENST00000539214	chr10-.NM_001171814	1710	1661	1864	False									1587	0.14240705734089476	0.6087002925895463	0.1657214870825457
1134	0.13227513227513227	0.23083957507383587	0.1146384479717813	1145	0.13537117903930132	0.24624999913155401	0.10829694323144105	1134	0.12522045855379188	0.18387417271834872	0.10229276895943562	False									ENSG00000198721	1354	ENST00000380125	chr6-.NM_001166010	1145	1134	1405	False									1134	0.14285714285714285	0.6288609952935226	0.16313932980599646
380	0.07894736842105263	0.26881836092446043	0.10789473684210527	402	0.08955223880597014	0.31002019929421626	0.1318407960199005	500	0.07	0.17833555601689505	0.1	False									ENSG00000099977	546	ENST00000350608	chr22-.NM_001355_dup1	402	500	671		65	0.1076923076923077	0.6084207692455186	0.16923076923076924	43	0.09302325581395349	0.3645441317098667	0.16279069767441862	380	0.14210526315789473	0.5476156930346835	0.14736842105263157
803	0.07970112079701121	0.38139109780504243	0.136986301369863	1083	0.0886426592797784	0.3997969027726195	0.1394275161588181	806	0.07444168734491315	0.3179941592220064	0.13027295285359802		36	0.1111111111111111	0.4747913459310398	0.1111111111111111	39	0.10256410256410256	0.2663966586899979	0.10256410256410256	ENSG00000165283	1244	ENST00000452248	chr9-.NM_001287031	1083	806	1296	False									803	0.1581569115815691	0.7689746878317802	0.18679950186799502
3221	0.09779571561626824	0.41870615926583127	0.1387767773983235	3221	0.10245265445513815	0.4654560642117633	0.14560695436199939	4382	0.08010041077133728	0.30254779491487455	0.1223185759926974	False									ENSG00000266976	4417	ENST00000587961	chr19+.NR_135636	3221	4386	4453		31	0.12903225806451613	0.48946007792588325	0.12903225806451613	70	0.14285714285714285	0.4253168708444921	0.11428571428571428	3221	0.1555417572182552	0.6977270696358698	0.1775846010555728
1678	0.08343265792610251	0.3239749240766119	0.1293206197854589	1678	0.0899880810488677	0.38863367017685685	0.13468414779499405	1830	0.0726775956284153	0.20908738584827527	0.11256830601092896	False									ENSG00000169813	2719	ENST00000443950	chr10-.NM_001098208	1678	1830	2755	False									1678	0.14898688915375446	0.6733646366582183	0.17401668653158522
2442	0.10032760032760032	0.332863014386703	0.12325962325962327	2442	0.10278460278460279	0.36160732016854935	0.1285831285831286	2877	0.08759124087591241	0.2546071742042469	0.10879388251651026	False									ENSG00000186480	2959	ENST00000340368	chr7+.NM_005542	2446	2881	3010		70	0.14285714285714285	0.40211036756235635	0.12857142857142856	70	0.14285714285714285	0.5417938462060092	0.14285714285714285	2446	0.1463614063777596	0.681197180432131	0.17089125102207686
458	0.0851528384279476	0.4125308742313587	0.13537117903930132	458	0.0851528384279476	0.45917289588920185	0.15502183406113537	458	0.07641921397379912	0.32176855457221165	0.11572052401746726		81	0.09876543209876543	0.5894589909436531	0.2222222222222222	81	0.1111111111111111	0.3369919531350733	0.1728395061728395	ENSG00000176340	471	ENST00000314133	chr11+.NM_004074	462	462	507		70	0.17142857142857143	0.4825550740488485	0.12857142857142856	70	0.11428571428571428	0.24255251107983192	0.1	462	0.19480519480519481	0.7957065454473217	0.18181818181818182
575	0.11652173913043479	0.30312652421527386	0.12521739130434784	575	0.12173913043478261	0.32889113042599444	0.12173913043478261	577	0.1022530329289428	0.22055260554271502	0.10571923743500866	False									ENSG00000141378	827	ENST00000393038	chr17-.NM_016077	575	577	901	False									575	0.14782608695652175	0.6095664744198933	0.14782608695652175
853	0.14302461899179367	0.37170625658810247	0.1336459554513482	858	0.14801864801864803	0.3580083572681725	0.13286713286713286	1321	0.1461014383043149	0.2823793744746816	0.12263436790310371	False									ENSG00000144485	1405	ENST00000272937	chr2-.NM_018645	862	1325	1454		70	0.08571428571428572	0.5646277852041527	0.17142857142857143	70	0.11428571428571428	0.46051152277433327	0.12857142857142856	857	0.1528588098016336	0.7010758973513885	0.17852975495915985
1510	0.10397350993377484	0.474844667966754	0.12847682119205298	1510	0.10927152317880795	0.535389168126804	0.13774834437086092	1510	0.09536423841059603	0.3772303127774934	0.11125827814569536		81	0.14814814814814814	0.5828185569368768	0.13580246913580246	81	0.1111111111111111	0.45475386860049133	0.12345679012345678	ENSG00000210082	1523	ENST00000387347	chrM+.NR_137295	1514	1514	1559		70	0.17142857142857143	0.6168169116441696	0.15714285714285714	70	0.12857142857142856	0.4200929421273523	0.12857142857142856	1514	0.18692206076618229	0.8668875507744479	0.20145310435931307
874	0.14530892448512586	0.30390297977819875	0.11899313501144165	874	0.15102974828375287	0.3387325941644524	0.12128146453089245	963	0.13187954309449637	0.24287480139143924	0.10799584631360332		44	0.22727272727272727	0.21903146249741898	0.11363636363636363	77	0.15584415584415584	0.1678982719019886	0.06493506493506493	ENSG00000249915	1014	ENST00000614778	chr5+.NM_001267558	878	967	1050		70	0.15714285714285714	0.11029124875801882	0.08571428571428572	70	0.11428571428571428	0.05395002850911868	0.08571428571428572	878	0.1480637813211845	0.6830184634224639	0.17198177676537585
1659	0.0922242314647378	0.3831584981150159	0.13200723327305605	1661	0.08789885611077664	0.4025628165473081	0.13847080072245635	2420	0.08181818181818182	0.2627970895717743	0.11322314049586776	False									ENSG00000084754	3001	ENST00000380649	chr2-.NM_000182	1661	2420	3037	False									1659	0.14406268836648584	0.6281586908262817	0.1518987341772152
800	0.085	0.378834336347341	0.13125	1080	0.08611111111111111	0.40874491884416164	0.13240740740740742	803	0.0784557907845579	0.3211652020463693	0.13325031133250312		36	0.1111111111111111	0.32077309658249736	0.1388888888888889	39	0.07692307692307693	0.17858595815284506	0.10256410256410256	ENSG00000165283	1184	ENST00000619795	chr9-.NM_001287033	1080	803	1293	False									800	0.16125	0.7701928779929004	0.18875
1039	0.11549566891241578	0.29202198040737104	0.12319538017324351	1039	0.1395572666025024	0.31436263438829737	0.12512030798845045	1039	0.10875842155919153	0.2310576533213548	0.11549566891241578		55	0.09090909090909091	0.5334953506193829	0.14545454545454545	55	0.05454545454545454	0.47920157599882623	0.14545454545454545	ENSG00000101084	1078	ENST00000344795	chr20+.NM_018840	1043	1043	1114		70	0.21428571428571427	0.35084245703827477	0.14285714285714285	70	0.21428571428571427	0.296125407174298	0.1	1043	0.14956855225311602	0.7069302444665484	0.17641418983700863
1008	0.08432539682539683	0.32174070493082596	0.12896825396825398	1063	0.08936970837253057	0.36550444139032523	0.13264346190028223	1170	0.07863247863247863	0.232147720453928	0.11282051282051282	False									ENSG00000124702	1839	ENST00000244670	chr6+.NR_040101	1063	1170	1903	False									1008	0.14186507936507936	0.6666943890818736	0.1875
313	0.10543130990415335	0.4265305465193774	0.14376996805111822	313	0.10543130990415335	0.4616501429474188	0.14057507987220447	314	0.10509554140127389	0.31907265487309794	0.11464968152866242		78	0.11538461538461539	0.4477056871446932	0.14102564102564102	79	0.08860759493670886	0.42150036873003327	0.1518987341772152	ENSG00000169020	329	ENST00000304312	chr4-.NM_007100	317	318	365		70	0.14285714285714285	0.6313361169427197	0.15714285714285714	70	0.1	0.3080215260110894	0.1	317	0.15457413249211358	0.6688296179551261	0.17034700315457413
1150	0.08434782608695653	0.3234174924900074	0.11739130434782609	1600	0.09375	0.39650622896265236	0.135	1158	0.07167530224525043	0.2381469943469362	0.10189982728842832		41	0.12195121951219512	0.6433018742514196	0.1951219512195122	43	0.09302325581395349	0.5098397179008545	0.16279069767441862	ENSG00000152234	2212	ENST00000593152	chr18-.NM_001257335	1600	1158	2258	False									1150	0.16	0.71807333617756	0.17739130434782607
534	0.0749063670411985	0.31466402121577447	0.13108614232209737	534	0.08239700374531835	0.3501382858273901	0.1348314606741573	570	0.06140350877192982	0.2612556614245132	0.11929824561403508	False									ENSG00000152082	897	ENST00000281871	chr2+.NM_025029	534	574	933		34	0.08823529411764706	0.39059762701060413	0.14705882352941177	70	0.1	0.3830505589590508	0.14285714285714285	534	0.16853932584269662	0.7686474051119664	0.1891385767790262
874	0.13615560640732266	0.30689699090460637	0.12471395881006865	874	0.13844393592677345	0.31522869340000986	0.12128146453089245	1048	0.11927480916030535	0.267377152683447	0.11450381679389313		44	0.09090909090909091	0.43710168839910307	0.1590909090909091	77	0.09090909090909091	0.2879772082899068	0.12987012987012986	ENSG00000249915	1099	ENST00000264933	chr5+.NM_013232	878	1052	1135		70	0.17142857142857143	0.21568301117077227	0.11428571428571428	70	0.17142857142857143	0.17061015238098942	0.1	878	0.1480637813211845	0.6830184634224639	0.17198177676537585
1101	0.1298819255222525	0.2600436401846096	0.10626702997275204	1102	0.12522686025408347	0.27465595563915246	0.10980036297640654	1101	0.11625794732061762	0.19549825066355223	0.10354223433242507		63	0.12698412698412698	0.3248237316050431	0.12698412698412698	62	0.12903225806451613	0.27588804958305724	0.11290322580645161	ENSG00000162039	1848	ENST00000412554	chr16-.NM_001163560	1102	1101	1884	False									1101	0.1344232515894641	0.5952962077013564	0.15077202543142598
77	0.23376623376623376	0.3885736107850565	0.15584415584415584	77	0.22077922077922077	0.4298216274901418	0.16883116883116883	77	0.2077922077922078	0.270964101801029	0.14285714285714285		77	0.22077922077922077	0.4298216274901418	0.16883116883116883	77	0.2077922077922078	0.270964101801029	0.14285714285714285	ENSG00000277194	90	ENST00000384756	chr11-.NR_000008	81	81	126		70	0.21428571428571427	0.31055546162069336	0.14285714285714285	70	0.22857142857142856	0.2862783824571891	0.11428571428571428	81	0.1728395061728395	0.6756248623914276	0.18518518518518517
825	0.09212121212121212	0.30728843951641177	0.12363636363636364	825	0.09818181818181818	0.3644258235399828	0.1321212121212121	826	0.07021791767554479	0.18328599374598503	0.10774818401937046	False									ENSG00000132507	1220	ENST00000336452	chr17+.NM_001143760	825	826	1256	False									825	0.17333333333333334	0.6905420958556566	0.1781818181818182
1262	0.09429477020602219	0.31448967087929003	0.13787638668779714	1265	0.10513833992094862	0.35360978078991817	0.14071146245059288	1578	0.09125475285171103	0.22393039201113124	0.1185044359949303		77	0.15584415584415584	0.4967300524233706	0.16883116883116883	74	0.13513513513513514	0.48917192794902187	0.14864864864864866	ENSG00000221867	1688	ENST00000370278	chrX+.NM_005362	1269	1582	1724		70	0.1	0.3620572754551398	0.11428571428571428	70	0.07142857142857142	0.058954241693945315	0.07142857142857142	1266	0.15639810426540285	0.7011580072855196	0.174565560821485
710	0.10845070422535211	0.2991538543476312	0.12112676056338029	813	0.11562115621156212	0.33576769948300844	0.13038130381303814	710	0.09295774647887324	0.2577092249257694	0.11971830985915492	False									ENSG00000155366	1259	ENST00000369633	chr1-.NM_001042679	813	710	1295	False									710	0.16901408450704225	0.7416522712827319	0.17887323943661973
1182	0.08206429780033841	0.34053610290474295	0.12436548223350254	1195	0.09790794979079498	0.41646184062077407	0.13472803347280335	1182	0.06683587140439932	0.2200085973352366	0.10829103214890017	False									ENSG00000111716	1501	ENST00000396076	chr12-.NM_001174097	1199	1186	1538		70	0.11428571428571428	0.6284402032342075	0.17142857142857143	70	0.07142857142857142	0.4212580662275859	0.12857142857142856	1186	0.15935919055649242	0.7285392692903074	0.1812816188870152
797	0.10915934755332497	0.2049337769737013	0.09410288582183186	797	0.11166875784190715	0.2592774462696341	0.10414052697616061	797	0.09535759096612297	0.11274594661859917	0.0890840652446675	False									ENSG00000085231	1119	ENST00000380818	chr5-.NM_001015891	801	801	1183		70	0.1	0.10083008953740495	0.11428571428571428	70	0.11428571428571428	0.03696676062756866	0.08571428571428572	801	0.13607990012484394	0.563468889006261	0.15730337078651685
620	0.1	0.4064833350210547	0.13548387096774195	718	0.0988857938718663	0.42884137214413126	0.14345403899721448	620	0.08870967741935484	0.35026359415977265	0.13064516129032258	False									ENSG00000110492	915	ENST00000395565	chr11+.NM_001012333	718	620	951	False									620	0.16774193548387098	0.7762971751997074	0.19032258064516128
1073	0.07735321528424977	0.2787418467449978	0.1211556383970177	1073	0.08201304753028892	0.3444045003668356	0.12301957129543337	1074	0.06610800744878957	0.17792483498387743	0.11266294227188083	False									ENSG00000139684	1128	ENST00000378720	chr13-.NM_001984	1077	1078	1192		70	0.11428571428571428	0.4192179944183034	0.14285714285714285	70	0.08571428571428572	0.39404453707664105	0.11428571428571428	1077	0.14298978644382543	0.6243842265693859	0.15784586815227483
583	0.11663807890222985	0.38564552820740966	0.1320754716981132	583	0.11492281303602059	0.4107668267880636	0.1457975986277873	587	0.09880749574105621	0.28508725800683204	0.11243611584327087		81	0.13580246913580246	0.2967965822281946	0.14814814814814814	81	0.12345679012345678	0.39453559669283955	0.13580246913580246	ENSG00000137210	939	ENST00000379542	chr6+.NM_030969	583	587	975	False									583	0.15608919382504288	0.6924751392025162	0.1732418524871355
548	0.08941605839416059	0.3473236165606461	0.12226277372262774	548	0.10218978102189781	0.39329153752108503	0.1332116788321168	548	0.08211678832116788	0.2690800476545296	0.10401459854014598		73	0.0273972602739726	0.10443708085991783	0.1095890410958904	73	0.0410958904109589	0.04233183010855336	0.0821917808219178	ENSG00000188536	569	ENST00000251595	chr16+.NM_000517	552	552	605		70	0.15714285714285714	0.6132410090209176	0.17142857142857143	70	0.14285714285714285	0.35791944804768683	0.12857142857142856	552	0.17391304347826086	0.8466224092642771	0.18659420289855072
1593	0.07219083490269931	0.2894757426581163	0.12617702448210924	1593	0.08223477715003139	0.34614797242510026	0.13119899560577528	1594	0.06963613550815559	0.20163869242305274	0.11292346298619825	False									ENSG00000170540	2332	ENST00000304414	chr16-.NM_015161	1593	1594	2409	False									1593	0.14689265536723164	0.6379015815293637	0.16321406151914628
574	0.08710801393728224	0.3538364844393987	0.1289198606271777	574	0.09233449477351917	0.4092511661583917	0.13937282229965156	574	0.08536585365853659	0.2533337805187302	0.10975609756097561	False									ENSG00000243678	765	ENST00000514264	chr17+.NM_001018137	578	578	850		70	0.12857142857142856	0.6420279773136703	0.15714285714285714	70	0.14285714285714285	0.5117243128560091	0.11428571428571428	578	0.1643598615916955	0.7293006713552752	0.1695501730103806
2222	0.09450945094509451	0.26353025833363225	0.11341134113411341	2370	0.09240506329113925	0.28328792865263736	0.11434599156118143	2982	0.09389671361502347	0.1849889844966099	0.10261569416498995	False									ENSG00000169679	3519	ENST00000535254	chr2-.NM_001278616	2370	2982	3576	False									2222	0.12916291629162915	0.5016902112368147	0.13726372637263726
649	0.14021571648690292	0.15977067536920386	0.0970724191063174	825	0.1393939393939394	0.2228516850555735	0.10909090909090909	671	0.12220566318926974	0.07741182786006412	0.08345752608047691		59	0.15254237288135594	0.5190496913661581	0.15254237288135594	81	0.13580246913580246	0.257807087862092	0.12345679012345678	ENSG00000116171	1262	ENST00000408941	chr1+.NM_001007250	825	671	1298	False									649	0.14021571648690292	0.5511304311104512	0.16024653312788906
1829	0.12848551120831056	0.24984284221405076	0.11427009294696555	2043	0.1311796377875673	0.2780116310352635	0.12090063631913853	1831	0.12179137083560895	0.2032205309962786	0.1119606772255598		32	0.1875	0.4423383541679671	0.125	34	0.20588235294117646	0.3939678197715152	0.11764705882352941	ENSG00000102178	2346	ENST00000369660	chrX-.NM_014235	2043	1831	2382	False									1829	0.14543466375068342	0.6844823392121142	0.17550574084199017
1129	0.12488928255093003	0.29296731646955665	0.1266607617360496	1137	0.13280562884784522	0.3277965557401486	0.12928759894459102	1131	0.11317418213969938	0.22219631251391456	0.11759504862953139		81	0.20987654320987653	0.48599655932082997	0.13580246913580246	81	0.18518518518518517	0.4037921301781565	0.16049382716049382	ENSG00000122952	1815	ENST00000395405	chr10-.NM_032997	1141	1135	1851		70	0.07142857142857142	0.3005849479829573	0.12857142857142856	70	0.08571428571428572	0.03732082897318373	0.1	1133	0.15445719329214475	0.6819415971237348	0.17122683142100617
